entity_name,dba_name,street_number,street_name,city,zip_code,county,borough,square_footage,location
MEHADRIN MEATS CORP,MEHADRIN MEATS,4809,18TH AVE,BROOKLYN,11204,KINGS,Brooklyn,1200,
CVS ALBANY LLC,CVS PHARMACY #802,2320,RALPH AVE###,BROOKLYN,11234,KINGS,Brooklyn,15000,
MOISHES FRUIT&GROCERY CENTRE INC,MOISHES FRUIT&GROCERY,4807,16TH AVE,BROOKLYN,11204,KINGS,Brooklyn,1600,
SASSON & FARAH GLATT KOSHER MEATS INC,JERUSALEM GLATT,710,KINGS HWY,BROOKLYN,11223,KINGS,Brooklyn,2000,
ACME SMOKED FISH CORP,ACME SMOKED FISH,30,GEM ST,BROOKLYN,11222,KINGS,Brooklyn,60000,
7324 NEIGHBORHOOD DELI INC,7324 NEIGHBORHOOD DELI,7324,6TH AVE,BROOKLYN,11209,KINGS,Brooklyn,1500,
LAJKONIK INC,POLISH DELI&FOODS,7722,18TH AVE,BROOKLYN,11214,KINGS,Brooklyn,1000,
MAKOLET YERUSHALIM INC,MAKOLET YERUSHALIM,727,AVENUE U,BROOKYLN,11223,KINGS,Brooklyn,1200,
NEW PUBLIC MEAT MARKET INC,NEW PUBLIC MEAT MARKET,5021,5TH AVE,BROOKLYN,11220,KINGS,Brooklyn,1500,
ALANTERI DELI CORP,ALANTERI DELI,719,FULTON ST,BROOKLYN,11217,KINGS,Brooklyn,800,
DAVID&SONS FOOD CORP,C TOWN,241,TAAFFE PL,BROOKLYN,11205,KINGS,Brooklyn,8000,
13TH AVENUE FISH MARKET INC,FREUNDS FISH MARKET,4301,15TH AVE,BROOKLYN,11219,KINGS,Brooklyn,1500,
BAYRIDGE CLASSIC PATISSERIE LTD,BAYRIDGE BAKERY,7805,5TH AVE ####,BROOKLYN,11209,KINGS,Brooklyn,3000,
1533 SUPERMARKET INC,KEY FOOD,1533,BROADWAY ##,BROOKLYN,11221,KINGS,Brooklyn,9000,
M&D WARSAW POLISH DELI CORP,M&D WARSAW DELI,4012,14TH AVE,BROOKLYN,11218,KINGS,Brooklyn,1600,
DOLEH BASSAM,BD FOOD SUPERMARKET,510,7TH AVE,BROOKLYN,11215,KINGS,Brooklyn,4800,
EL VACILON GROCERY CORP,EL VACILON GROCERY,9521,CHURCH AVE,BROOKLYN,11212,KINGS,Brooklyn,1500,
OURIS MARKET INC,OURIS MARKET,427,AVENUE U,BROOKLYN,11223,KINGS,Brooklyn,2700,
JOSEF KORN BAKE SHOP INC,J KORN BAKERY,4322,15TH AVE,BROOKLYN,11219,KINGS,Brooklyn,400,
MOSHE BAKERY INC,MOSHE BAKERY,1311,48TH ST #######,BROOKLYN,11219,KINGS,Brooklyn,600,
3 SISTERS DELI GROCERY NY CORP,3 SISTERS DELI GROCERY,269,DUMONT AVE,BROOKLYN,11212,KINGS,Brooklyn,2000,
3RD AVENUE MINI MARKET I INC,3RD AVENUE MINI MARKET 1,7024,3RD AVE,BROOKLYN,11209,KINGS,Brooklyn,1000,
SMILE FISH MARKET INC,SMILE FISH,1444,NOSTRAND AVE,BROOKLYN,11226,KINGS,Brooklyn,1800,
CEPEDA NELSON,CEPEDA GROCERY,746,WASHINGTON AVE,BROOKLYN,11238,KINGS,Brooklyn,800,
MOON DELI CORP,MOON DELI,2129,ATLANTIC AVE,BROOKLYN,11233,KINGS,Brooklyn,1500,
ADAM DELI & DELICATESSEN CORP,ADAM DELI & DELICATESSEN,112A,NASSAU AVE,BROOKLYN,11222,KINGS,Brooklyn,1500,
BGS245 CORP,BGS SEAFOOD,382,MCDONALD AVE #######,BROOKLYN,11218,KINGS,Brooklyn,600,
MPM ENTERPRISES COURT STREET INC,UNION MARKET,288,COURT ST,BROOKLYN,11231,KINGS,Brooklyn,10000,
NIMI NAZ CORP,FRANKLIN CORNER CAFE,210,FRANKLIN ST,BROOKLYN,11222,KINGS,Brooklyn,1400,
BAMM WEST 16TH CORP,BIG APPLE MARKET,431,WEST 16TH STREET,NEW YORK,10011,NEW YORK,Manhattan,1400,
USA GOURMET GROCERY CORP,USA GOURMET GROCERY,71,LEXINGTON AVE,NEW YORK,10010,NEW YORK,Manhattan,,
HEAVENLY FINEST DELI INC,HEAVENLY FINEST DELI,81,RIVINGTON ST,NEW YORK,10002,NEW YORK,Manhattan,900,
SONS KITCHEN LLC,SONS KITCHEN,825,2ND AVE,NEW YORK,10017,NEW YORK,Manhattan,,
DELI 1274 CORP,DELI 1274,1274,1ST AVE,NEW YORK,10065,NEW YORK,Manhattan,,
LST AMSTERDAM LLC,LIL SWEET TREAT,416,AMSTERDAM AVE ####,NEW YORK,10024,NEW YORK,Manhattan,,
ALLISON GROCERS ONE INC,EDEN GOURMET MARKETPLACE,275,3RD AVE,NEW YORK,10010,NEW YORK,Manhattan,11000,
TEN ICHI MART VILLAGE INC,TEN ICHI MART VILLAGE,239,BLEECKER STREET,NEW YORK,10014,NEW YORK,Manhattan,1600,
LUS LICENSING LLC,LIDL #1590,408,GRAND ST,NEW YORK,10002,NEW YORK,Manhattan,23000,
FOODTOWER GOURMET DELI CORP,FOODTOWER GOURMET DELI,57,MARKET STREET,NEW YORK,10002,NEW YORK,Manhattan,2000,
G2 EMPIRE LLC,SUGAR BEAR,1235,BROADWAY ####,NEW YORK,10001,NEW YORK,Manhattan,,
NYC INTERNATIONAL RETAIL LLC,BON VILLE,253,BLEECKER ST,NEW YORK,10014,NEW YORK,Manhattan,550,
SIR SUSHI INC,SIR SUSHI,1366,SIXTH AVE ####,NEW YORK,10019,NEW YORK,Manhattan,50,
ST NICHOLAS FOOD 1 CORP,ST NICHOLAS FOOD 1,285,ST NICHOLAS AVE ##,NEW YORK,10027,NEW YORK,Manhattan,1600,
DELANCEY GRILL & JUICE BAR CORP,PRINCE GRILL & JUICE BAR,158,DELANCEY ST,NEW YORK,10002,NEW YORK,Manhattan,,
MEXICAN DREAM DELI ROAST TOAST INC,MEXICAN DREAM DELI ROAST TOAST,206,E 67TH STREET,NEW YORK,10065,NEW YORK,Manhattan,,
"MEMOR NYC,INC",MEMOR NYC,1130,MADUSIN AVE,NEW YORK,10028,NEW YORK,Manhattan,,
614 DELI CONVENIENCE INC,614 DELI CONVENIENCE,614,AMSTERDAMN AVENUE,NEW YORK,10024,NEW YORK,Manhattan,500,
HEAVENLY FOOD MARKET FIRST AVE INC,HEAVENLY FOOD MARKET,400,E 53RD ST,NEW YORK,10022,NEW YORK,Manhattan,1800,
1080 HEALTHY TREATS CORP,STORE FRONT,1080,PARK AVE,NEW YORK,10128,NEW YORK,Manhattan,2000,
SUPER SHOP MARKET PLACE CORP,SUPER SHOP MARKET PLACE,1279,ST NICHOLAS AVE,NEW YORK,10033,NEW YORK,Manhattan,2300,
RESET BUTTON LLC,MADISON'S GARDEN,400,MADISON AVE,NEW YORK,10017,NEW YORK,Manhattan,,
GESACAMA INC,ALESSANDRA BALDWIN,1582,3RD AVE,NEW YORK,10128,NEW YORK,Manhattan,2500,
GOOD FAITH FOOD CORP,SHOP SMART MARKET,635,WEST 207TH ST,NEW YORK,10034,NEW YORK,Manhattan,2000,
ZAIN GOURMET DELI CORP,ZAIN GOURMET DELI,648,10TH AVE,NEW YORK,10036,NEW YORK,Manhattan,,
DELI DELIGHTS MINI MARKET CORP,DELI DELIGHTS MINI MARKET,153,AVENUE A,NEW YORK,10009,NEW YORK,Manhattan,900,
1031 DELI MART CORP,LENOX HILL DELI,1031,3RD AVENUE,NEW YORK,10065,NEW YORK,Manhattan,,
ELITE 750 LLC,7 ELEVEN STORE #41965A,750,8TH AVE###,NEW YORK,10036,NEW YORK,Manhattan,,
BLISSBOMB LLC,BLISSBOMB,336,W 37TH ST SUITE 620,NEW YORK,10018,NEW YORK,Manhattan,700,
WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET DAILY SHOP,409,E 14TH ST,NEW YORK,10009,NEW YORK,Manhattan,5000,
SUSHI HOUSE INC,GOWASABI,600,W 42ND STREET,NEW YORK,10036,NEW YORK,Manhattan,,
CLUB LOS NINO RICO 1 INC.,CLUB LOS NINO RICO 1,582B,W 207 STREET,NEW YORK,10034,NEW YORK,Manhattan,,
MANHATTAN MUNCH CORP,MANHATTAN MUNCH,384,2ND AVE,NEW YORK,10010,NEW YORK,Manhattan,,
WORLD MART NY CORP,WORLD MART NY,98,CHRISTOPHER STREET,NEW YORK,10014,NEW YORK,Manhattan,,
MANDO NY CORP,MANHATTAN MARKETPLACE,196,1ST AVE ##,NEW YORK,10009,NEW YORK,Manhattan,,
1642 LEX FLAVOR TASTE CORP,1642 LEX FLAVOR TASTE,1642,LEXINGTON AVE,NEW YORK,10029,NEW YORK,Manhattan,1800,
322 DELI CORP,NY GRILL & DELI,322,EAST 34TH ST ####,NEW YORK,10016,NEW YORK,Manhattan,2500,
OLVIC & CO LLC,OLVIC,39,W 56TH ST ##,NEW YORK,10019,NEW YORK,Manhattan,,
NUT LOVER 2 INC,NUT LOVER 2,145,MOTT STREET STORE C,NEW YORK,10013,NEW YORK,Manhattan,,
BREWCASH INC,BREWCASH,143B,HESTER ST,NEW YORK,10002,NEW YORK,Manhattan,,
GOLDEN MINI MART INC,GOLDEN MINI MART,3,"W 137TH STREET, STORE 1",NEW YORK,10037,NEW YORK,Manhattan,750,
3D MINI MARKET INC,3D MINI MARKET,23,AVENUE D,NEW YORK,10009,NEW YORK,Manhattan,,
6IXTH BOROUGH DELI LLC,6IXTH BOROUGH DELI,31,AVE C ####,NEW YORK,10009,NEW YORK,Manhattan,,
LA CIBAENA FOOD CENTER INC,LA CIBAENA FOOD CENTER,1560,SAINT NICHOLAS AVE,NEW YORK,10040,NEW YORK,Manhattan,1200,
181 AVENUE C DELI INC,181 AVENUE C DELI,181,AVENUE C ##,NEW YORK,10009,NEW YORK,Manhattan,,
MARSHALL RETAIL GROUP LLC,GOTHAM NEWS @ MOYNIHAN,421,8TH AVE,NEW YORK,10001,NEW YORK,Manhattan,,
MARSHALL RETAIL GROUP LLC,GOTHAM NEWS @ PENN STATION,1,PENN PLZ C123,NEW YORK,10119,NEW YORK,Manhattan,,
YM PRIME DELI LLC,YM PRIME DELI,622,SAINT NICHOLAS AVE,NEW YORK,10030,NEW YORK,Manhattan,1200,
YUMMY CHOPPED CHEESE INC,YUMMY CHOPPED CHEESE,180,LENOX AVE,NEW YORK,10026,NEW YORK,Manhattan,1200,
FU YUN GROCERY INC,FU YUN GROCERY,48,ELDRIDGE STREET,NEW YORK,10002,NEW YORK,Manhattan,,
ARDEN DELI INC,ARDEN DELI,120,NAGLE AVE,NEW YORK,10040,NEW YORK,Manhattan,1200,
508 LOTTERY STORE INC,508 LOTTERY STORE,508,W 207 STREET,NEW YORK,10034,NEW YORK,Manhattan,,
MADISON MINI MRKT INC,MADISON MINI MRKT,1544,MADISON AVE,NEW YORK,10029,NEW YORK,Manhattan,,
6TH AVE PIZZA AND GRILL INC,GREEN DELI AND GRILL,319,AVENUE OF THE AMERICAS,NEW YORK,10014,NEW YORK,Manhattan,,
ALEXANDERS BAGEL & SANDWICH CORP,ALEXANDERS BAGEL & SANDWICH,3436,BROADWAY,NEW YORK,10031,NEW YORK,Manhattan,900,
4 CORNERS MARKETPLACE INC,4 CORNERS MARKETPLACE,2501,BROADWAY,NEW YORK,10025,NEW YORK,Manhattan,2000,
BRAVO CAFÉ & DELI INC,BRAVO CAFÉ & DELI,90,WILLIAM ST,NEW YORK,10038,NEW YORK,Manhattan,750,
SAM ORGANIC DELI CORP,SAM ORGANIC DELI,214,7TH AVE,NEW YORK,10011,NEW YORK,Manhattan,,
DAINOBU NY LLC,DAINOBU NY,135,WEST 36TH STREET ##,NEW YORK,10018,NEW YORK,Manhattan,3000,
MADISON DELI & CONVENIENCE CORP,MADISON DELI & CONVENIENCE,266,W 23RD ST,NEW YORK,10011,NEW YORK,Manhattan,,
879 7TH AVE MARKETPLACE CORP,FLAVOR TASTE,879,7TH AVE,NEW YORK,10019,NEW YORK,Manhattan,2200,
FOODTOWN DELI MARKET 1 INC,FOODTOWN DELI MARKET 1,280,HENRY STREET #4,NEW YORK,10002,NEW YORK,Manhattan,,
TRIBECA DELICIOUS BITES CORP,TRIBECA DELICIOUS BITES,147,CHAMBERS ST,NEW YORK,10007,NEW YORK,Manhattan,,
LS450 INC,LOT STOP,450,7TH AVE ##,NEW YORK,10123,NEW YORK,Manhattan,,
TESO MINI 990 LLC,TESO MINI 990,990,6TH AVE,NEW YORK,10018,NEW YORK,Manhattan,,
THIRD DELIFUSION CORP,THIRD DELIFUSION,362,3RD AVE,NEW YORK,10016,NEW YORK,Manhattan,2000,
635 WEST 42ND STREET REALTY INC,WEST PIER MARKET,635,WEST  42ND STREET ##,NEW YORK,10036,NEW YORK,Manhattan,,
411 2ND AVENUE DELI AND JUICE BAR CORP,411 2ND AVENUE DELI AND JUICE BAR,411,2ND AVENUE,NEW YORK,10010,NEW YORK,Manhattan,500,
KINGDOME FISH MARKET CORP,KINGDOME FISH MARKET,29,LENOX AVENUE,NEW YORK,10026,NEW YORK,Manhattan,2000,
MANHATTAN 401 INC,USA SUPERSTORES,401,8TH AVE ##,NEW YORK,10001,NEW YORK,Manhattan,,
2006 GOURMET DELI CORP,2006 GOURMET DELI,2006,LEXINGTON AVE,NEW YORK,10035,NEW YORK,Manhattan,1200,
LIBERTY GRILL CORP,LIBERTY GRILL,339,"E 108TH ST, STORE #2",NEW YORK,10029,NEW YORK,Manhattan,1800,
MARKET ON PRINCE LLC,MARKET ON PRINCE,202,SIXTH AVE ####,NEW YORK,10013,NEW YORK,Manhattan,2500,
7TH AVE NATURAL DELI CORP,7TH AVE NATURAL DELI,2320,7TH AVE,NEW YORK,10030,NEW YORK,Manhattan,,
NIHU FOODS INC,MARKET ON 7TH,194,7TH AVE,NEW YORK,10011,NEW YORK,Manhattan,,
WING FUNG ASIAN HERBS AND FOODS LTD,WING FUNG ASIAN HERBS AND FOODS,61,EAST BROADWAY,NEW YORK,10002,NEW YORK,Manhattan,,
JYS FOODS NY INC,FRESH HARVEST,1925,3RD AVE,NEW YORK,10029,NEW YORK,Manhattan,,
COFFEE HOUSE & ORGANIC MINI MARKET CORP,COFFEE HOUSE & ORGANIC MINI MARKET,1615,1ST AVE,NEW YORK,10028,NEW YORK,Manhattan,1300,
SUSHI MARU EXPRESS INC,SUSHI MARU (MORTON WILLIAMS),2015,BROADWAY,NEW YORK,10023,NEW YORK,Manhattan,100,
BLACK OLIVE BAGEL INC,BLACK OLIVE BAGEL,203,W 38TH ST ####,NEW YORK,10018,NEW YORK,Manhattan,,
MR MOES FINEST FOOD CORP,MR MOES FINEST FOOD,1924,2ND AVENUE,NEW YORK,10029,NEW YORK,Manhattan,2000,
97 GOURMET DELI INC,97 GOURMET DELI,1760,3RD AVENUE,NEW YORK,10029,NEW YORK,Manhattan,2000,
SAMS MINI MARKET 1 CORP,SAMS MINI MARKET 1,11,AVENUE D,NEW YORK,10009,NEW YORK,Manhattan,,
AMERICAS NATURAL FOOD CORP,AMERICAS NATURAL FOOD,46,TRINITY PLACE ####,NEW YORK,10006,NEW YORK,Manhattan,,
SAVORY BITES DELI INC,SAVORY BITES,717,W 181ST STREET,NEW YORK,10033,NEW YORK,Manhattan,2000,
QUICK FOOD MART AND DELI CORP,QUICK FOOD MART AND DELI,301,E 4TH ST,NEW YORK,10009,NEW YORK,Manhattan,1000,
AMSTERDAM GOURMET DELI & MARKET INC,AMSTERDAM GOURMET DELI,501,W 145TH ST,NEW YORK,10031,NEW YORK,Manhattan,2000,
JIMMY EXPRESS DELI CORP,JIMMY EXPRESS DELI CORP,4183,BROADWAY,NEW YORK,10033,NEW YORK,Manhattan,1200,
LM 501 6TH CORP,LINCOLN MARKET,501,6TH AVENUE,NEW YORK,10011,NEW YORK,Manhattan,10000,
600 BROADWAY GROCERY CORP,600 BROADWAY GROCERY,3513,BROADWAY,NEW YORK,10031,NEW YORK,Manhattan,,
2D NAGLE INC,2D NAGLE,115,NAGLE AVENUE ##,NEW YORK,10040,NEW YORK,Manhattan,,
BAM MART INC,BAM MART,327,GRAND STREET,NEW YORK,10002,NEW YORK,Manhattan,,
DYCKMAN GROCERY & CANDY CORP,DYCKMAN GROCERY & CANDY,100,DYCKMAN STREET,NEW YORK,10040,NEW YORK,Manhattan,,
MANHATTAN DELI & GRILL INC,MANHATTAN DELI & GRILL,219,ELDRIDGE STREET,NEW YORK,10002,NEW YORK,Manhattan,2000,
TRAORE MAMADOU,FIFI MARKET,451,E 116TH STREET,NEW YORK,10029,NEW YORK,Manhattan,,
EXPER DELI INC,EXPER DELI,100,W 142ND ST,NEW YORK,10030,NEW YORK,Manhattan,,
SOLIMAN DELICIOUS DELI CORP,SOLIMAN DELICIOUS DELI,201,2ND AVENUE,NEW YORK,10003,NEW YORK,Manhattan,,
NUTS LOVER INC,NUTS LOVER,146,HESTER ST STORE 2,NEW YORK,10013,NEW YORK,Manhattan,,
10TH AVE GOURMET DELI INCORPORATED,10TH AVE GOURMET DELI,587,10TH AVE ####,NEW YORK,10036,NEW YORK,Manhattan,,
LEONARD GOURMET DELI INC,LEONARD GOURMET,345,BROADWAY,NEW YORK,10013,NEW YORK,Manhattan,2000,
APPLETONS GOURMET MARKETPLACE INC,APPLETONS GOURMET MARKETPLACE,110,WEST END AVENUE,NEW YORK,10023,NEW YORK,Manhattan,2500,
LAS PALMERAS DELI GROCERY CORP,LAS PALMERAS DELI GROCERY,2083,AMSTERDAM AVENUE,NEW YORK,10032,NEW YORK,Manhattan,,
FAMILIA FRUIT MARKET CORP,FAMILIA FRUIT MARKET,3438,BROADWAY,NEW YORK,10031,NEW YORK,Manhattan,,
KAIPAI NY INC,KAIPAI NY,1999,1ST AVE,NEW YORK,10029,NEW YORK,Manhattan,,
FORT TRYON GRILL CORP,FORT TRYON GRILL,210,PINEHURST AVE,NEW YORK,10033,NEW YORK,Manhattan,1100,
87 MINI MARKET CORP,87 MINI MARKET,560,AMSTERDAM AVENUE###,NEW YORK,10024,NEW YORK,Manhattan,1800,
STAR MART 24 CORPORATION,STAR MART 24,1483,SAINT NICHOLAS AVE,NEW YORK,10033,NEW YORK,Manhattan,,
ORGANIC CHOICE DELI CORP,ORGANIC CHOICE DELI,340,MALCOLM X BLVD,NEW YORK,10027,NEW YORK,Manhattan,2000,
FANCY GOURMET DELI CORP,FANCY GOURMET DELI,1477,AMSTERDAM AVE,NEW YORK,10027,NEW YORK,Manhattan,1500,
THIAGO DELI & GROCERY CORP,EL BARRIO DELI SUPERETTE,1858,LEXINGTON AVE,NEW YORK,10029,NEW YORK,Manhattan,2000,
145TH BAGEL & GRILL INC,145TH BAGEL & GRILL,528,WEST 145TH STREET,NEW YORK,10031,NEW YORK,Manhattan,,
LIL SWEET TREAT LLC,LIL SWEET TREAT,184,7TH AVENUE SOUTH ####,NEW YORK,10014,NEW YORK,Manhattan,,
GREENWICH DELI COFFEE CORP,GREENWICH DELI COFFEE,58,GREENWICH AVE,NEW YORK,10011,NEW YORK,Manhattan,,
BOCADITOS BISTRO & ESPRESSO BAR LLC,BOCADITOS BISTRO,3375,10TH AVE ####,NEW YORK,10034,NEW YORK,Manhattan,8000,
STUY GRILL & DELI CORP,STUY GRILL & DELI,345,1ST AVE,NEW YORK,10010,NEW YORK,Manhattan,,
GREENWICH GOURMET MARKET LLC,GREENWICH GOURMET MARKET,378,6TH AVE ####,NEW YORK,10011,NEW YORK,Manhattan,6000,
MI RINCONCITO DELI INC,MI RINCONCITO DELI,112,NAGLE AVE,NEW YORK,10040,NEW YORK,Manhattan,1600,
AFROKING DELI INC,AFROKING DELI,2032,LEXINGTON AVE,NEW YORK,10035,NEW YORK,Manhattan,1500,
TARGET CORPORATION,TARGET STORE T-3337,123,W 125TH ST,NEW YORK,10027,NEW YORK,Manhattan,15000,
TARGET CORPORATION,TARGET STORE T-3412,258,8TH AVE,NEW YORK,10011,NEW YORK,Manhattan,20000,
3478 GROCERY CORP,3478 GROCERY,3478,BROADWAY,NEW YORK,10031,NEW YORK,Manhattan,,
FRESH BITES MARKETPLACE INC,FRESH BITES MARKETPLACE,2280,BROADWAY,NEW YORK,10024,NEW YORK,Manhattan,2000,
METRO NORTH MARKET DELI INC,METRO NORTH MARKET DELI,1944,1ST AVE,NEW YORK,10029,NEW YORK,Manhattan,,
HEAVENLY MARKET SULLIVAN INC,HEAVENLY MARKET SULLIVAN,240,SULLIVAN STREET,NEW YORK,10012,NEW YORK,Manhattan,,
2095 DELI GROCERY CORP,2095 DELI GROCERY,2095,MADISON AVENUE ####,NEW YORK,10037,NEW YORK,Manhattan,2000,
N&N GOURMET DELI INC,N&N GOURMET DELI,2844,FREDERICK DOUGLASS BLVD,NEW YORK,10039,NEW YORK,Manhattan,19000,
NEW SANTIAGO DELI CORP,NEW SANTIAGO DELI,3415,BROADWAY,NEW YORK,10031,NEW YORK,Manhattan,2000,
CHOPCHEESE DELI 1 CORP,CHOPCHEESE DELI 1,4234,B BROADWAY,NEW YORK,10033,NEW YORK,Manhattan,1100,
KING JOHN L,MILLPORT DAIRY FARMERS MARKET,2583,BROADWAY###,NEW YORK,10025,NEW YORK,Manhattan,286,
LUXURY GREENS LLC,LUXURY GREENS,1330,5TH AVE STORE 5###,NEW YORK,10026,NEW YORK,Manhattan,,
HUDSON GROUP (HG) RETAIL LLC,HUDSON NEWS STORE #211,,33RD ST & 8TH AVE,NEW YORK,10001,NEW YORK,Manhattan,,
SUSHI YUAN INC,SUSHI YUAN,2212,3RD AVE #3536 ##,NEW YORK,10035,NEW YORK,Manhattan,300,
BIRTH OF THE COOL LLC,ELEVEN MADISON PARK,22,"WEST 27TH STREET, SECOND FLOOR",NEW YORK,10001,NEW YORK,Manhattan,,
CHEFSCAPE NYC LLC,CHEFSCAPE NYC,10,DEBROSSES STREET,NEW YORK,10013,NEW YORK,Manhattan,,
BROADWAY CONV DELI GROCERY CORP,VINEYARD,233,BROADWAY ##,NEW YORK,10279,NEW YORK,Manhattan,1300,
MEXICAN MINI MARKET INC,MEXICAN MINI MARKET,501,W 161ST STREET,NEW YORK,10032,NEW YORK,Manhattan,1500,
ERH RX CORP,QUISQUEYA PHARMACY,174,AUDUBON AVE,NEW YORK,10033,NEW YORK,Manhattan,1500,
FRAICHE CORP,FRAICHE,30,VANDAM ST###,NEW YORK,10013,NEW YORK,Manhattan,,
JAY SUSHI INC,JAY SUSHI,501,6TH AVE,NEW YORK,10011,NEW YORK,Manhattan,,
PITKIN SUPER DEALS INC,USA SUPER STORE,441,2ND AVE ##,NEW YORK,10010,NEW YORK,Manhattan,,
METRO CAFE & GRILL CORP,METRO CAFE & GRILL,1955,1ST AVE,NEW YORK,10029,NEW YORK,Manhattan,,
HANA MART NYC CORP,H MART,210,AMSTERDAM AVE,NEW YORK,10023,NEW YORK,Manhattan,5000,
HADJASITA LABELLE BOUTIQUE LLC,HADJASITA LABELLE BOUTIQUE,200,W 146TH ST###,NEW YORK,10039,NEW YORK,Manhattan,875,
CW PROJECTS LLC,LOCAVORE VARIETY STORE,434,6TH AVENUE STORE # 4 ##,NEW YORK,10011,NEW YORK,Manhattan,,
HEALTHY HIVE FOOD INC,HEALTHY HIVE FOOD,404,LENOX AVE,NEW YORK,10037,NEW YORK,Manhattan,1100,
HEALTHY CHOICE FOOD MARKET INC,HEALTHY CHOICE FOOD MARKET,244,W 14TH ST,NEW YORK,10011,NEW YORK,Manhattan,,
SPRING LEMON TREE DELI INC,SPRING LEMON TREE DELI,56,SPRING STREET,NEW YORK,10012,NEW YORK,Manhattan,1800,
GARCIA DELGADO GREGORIO,GARCIAS TULCINGO MEXICAN PRODUCTS,2516,ADAM CLAYTON POWELL BLVD,NEW YORK,10039,NEW YORK,Manhattan,900,
THIRD AVE CAFE & DELI INC,EASTVILLE MARKET PLACE,1642,3RD AVE ##,NEW YORK,10128,NEW YORK,Manhattan,1800,
1998 MARKET PLACE CORP,1998 MARKET PLACE,1998,SECOND AVE ##,NEW YORK,10029,NEW YORK,Manhattan,,
YUMMYHIVE DELI AND SIPS INC,YUMMYHIVE DELI AND SIPS,159,2ND AVENUE,NEW YORK,10003,NEW YORK,Manhattan,,
YUMMILICIOUS DELI #3 CORP,YUMMILICIOUS DELI #3,23,E 115TH ST,NEW YORK,10029,NEW YORK,Manhattan,2200,
SONS KITCHEN LLC,SHOBOO SUSHI & BENTO,815,10TH AVE,NEW YORK,10019,NEW YORK,Manhattan,100,
SONS KITCHEN LLC,SHOBOO SUSHI AND BENTO,686,MAIN ST,NEW YORK,10044,NEW YORK,Manhattan,100,
SONS KITCHEN LLC,SHOBOO SUSHI AND BENTO,748,2ND AVE,NEW YORK,10017,NEW YORK,Manhattan,100,
METZ CULINARY MANAGEMENT LLC,MARKET@MARYMOUNT MANHATTAN COLLEGE DORM,231,E 55TH ST ##,NEW YORK,10022,NEW YORK,Manhattan,650,
ZO GRILL MINIMARKET CORP,ZO GRILL MINIMARKET,157,BROOME STREET,NEW YORK,10002,NEW YORK,Manhattan,,
PACE GOURMET DELI AT 122 CORP,PACE GOURMET DELI AT 122,122,NASSAU STREET,NEW YORK,10038,NEW YORK,Manhattan,,
HM CONVENIENCE INC,HM CONVENIENCE,857,2ND AVENUE,NEW YORK,10017,NEW YORK,Manhattan,1500,
2ND AVE GOURMET DELI & GRILL CORP,2ND AVE GOURMET DELI & GRILL,53,2ND AVE,NEW YORK,10003,NEW YORK,Manhattan,15000,
FRESH & TASTY SUSHI INC,FRESH & TASTY SUSHI @ CITY FRESH,235,106 ST #4005,NEW YORK,10029,NEW YORK,Manhattan,,
BONNES SAVEURS LLC,BONNES SAVEURS,196,STANTON ST,NEW YORK,10002,NEW YORK,Manhattan,,
229 SEVENTH AVE MARKET CORP,229 SEVENTH AVE MARKET,229,SEVENTH AVE,NEW YORK,10011,NEW YORK,Manhattan,1800,
LETS EAT FOOD COURT LLC,LETS EAT,339,E 115TH ST,NEW YORK,10029,NEW YORK,Manhattan,2200,
SANTOS GOURMET DELI AND GROCERY CORP,SANTOS GOURMET DELI AND GROCERY,4672,BROADWAY,NEW YORK,10040,NEW YORK,Manhattan,1100,
579 BREAD AND BUTTER CORP,579 BREAD AND BUTTER,579,MAIN STREET,NEW YORK,10044,NEW YORK,Manhattan,1500,
CHELSEA CORNER GROCERY & DELI CORP,CHELSEA CORNER GROCERY & DELI,245,9TH AVENUE,NEW YORK,10001,NEW YORK,Manhattan,,
SALT & PEPPER 3 CORP,SALT & PEPPER 3,215,SOUTH END AVE,NEW YORK,10280,NEW YORK,Manhattan,,
EAST SIDE CONVENIENCE CORPORATION,EAST SIDE CONVENIENCE,1726,1ST AVE,NEW YORK,10128,NEW YORK,Manhattan,1800,
LUSCIOUS MARKET DELI CORP,LUSCIOUS MARKET DELI,68,2ND AVE,NEW YORK,10003,NEW YORK,Manhattan,2500,
CHERRY STREET FOOD MARKET LLC,BROOKLYN FARE,227,CHERRY STREET,NEW YORK,10002,NEW YORK,Manhattan,,
SOHO DELI GROCERY T INC,SOHO DELI GROCERY T,386,CANAL ST,NEW YORK,10013,NEW YORK,Manhattan,,
CHURCH OF JESUS CHRIST OF LATTER-DAY SAI,CHURCH OF JESUS CHRIST OF LATTER-DAY SAI,250,DYCKMAN ST,NEW YORK,10034,NEW YORK,Manhattan,,
NEILAARSHI HEALTH CRE LLC,ANDY PHARMACY,3750,BROADWAY,NEW YORK,10032,NEW YORK,Manhattan,2000,
BHOLE PHRAMACY INC,2000 NINOS PHARMACY,3663,BROADWAY,NEW YORK,10031,NEW YORK,Manhattan,,
NOOR DELI CORP,NOOR DELI,3660,BROADWAY,NEW YORK,10031,NEW YORK,Manhattan,,
PARADISE GOURMET DELI & GRILL INC,PARADISE GOURMET DELI,175,AVE B,NEW YORK,10009,NEW YORK,Manhattan,,
