entity_name,dba_name,street_number,street_name,city,zip_code,county,borough,square_footage,location
SSS M DELI & GROCERY CORP,SSS M DELI & GROCERY,2351,WASHINGTON AVE,BRONX,10458,BRONX,Bronx,1000,
NOBLE FACTORY LLC THE,NOBLE FACTORY,973,PROSPECT AVE #####,BRONX,10459,BRONX,Bronx,,
DOMINICANO DELI INC,DOMINICANO DELI,1836,NEREID AVE###,BRONX,10466,BRONX,Bronx,800,
3960 GRAB AND GO CORP,3960 GRAB & GO,3960,WHITE PLAINS RD,BRONX,10466,BRONX,Bronx,1000,
YAYA DELI AND GROCERY CORP,YAYA DELI AND GROCERY,851,MELROSE AVE,BRONX,10451,BRONX,Bronx,950,
H&B FRESH PRODUCE CORP,H&B FRESH PRODUCE,20,E GUN HILL ROAD,BRONX,10467,BRONX,Bronx,2000,
LITO DELI GROCERY INC,LITO DELI GROCERY,1879,CARTER AVE,BRONX,10457,BRONX,Bronx,1100,
FIRST GOLD COAST CORP,GOLD COAST TRADING CO,3400,PARK AVE,BRONX,10456,BRONX,Bronx,,
KARAM SERVICE STATION INC,KARAM SERVICE STATION,600,PELHAM PKWY S,BRONX,10462,BRONX,Bronx,800,
WESTERN BEEF RETAIL INC,WESTERN BEEF,3629,WHITE PLAINS ROAD ##,BRONX,10467,BRONX,Bronx,20000,
LA MILAGROSA GROCERY INC,LA MILAGROSA GROCERY,1052,GERARD AVE  ##,BRONX,10452,BRONX,Bronx,1800,
2080 MARKET CORP,FOOD UNIVERSE,2080-2082,WHITE PLAINS RD,BRONX,10462,BRONX,Bronx,,
G&K DELI GROCERY INC,G&K DELI GROCERY,1541,ROSEDALE AVE,BRONX,10460,BRONX,Bronx,1000,
ANTILLANA 167 FRUIT&VEGETABLES INC,ANTILLANA 167 FRUIT&VEGETABLES,212,E 167TH ST,BRONX,10456,BRONX,Bronx,3000,
PRIME NOW LLC,PRIME NOW,1080,LEGGETT AVE,BRONX,10474,BRONX,Bronx,180000,
LUCKY SPOT CONVENIENCE CORP,LUCKY SPOT CONVENIENCE,3401,JEROME AVE,BRONX,10467,BRONX,Bronx,,
LOPEZ FAMILY DELI CORP,LOPEZ FAMILY DELI,555,SOUNDVIEW AVE,BRONX,10473,BRONX,Bronx,300,
MOMMY JAMAICAN MARKET 1 CORP,MOMMY JAMAICAN MARKET 1,3508,WHITE PLAINS ROAD,BRONX,10467,BRONX,Bronx,2000,
EDIBLE ARRANGEMENTS LLC,EDIBLE ARRANGEMENTS,880,EAST 163RD STREET ###,BRONX,10459,BRONX,Bronx,,
CALI FRESH MARKET LLC,CALI FRESH MARKET,769,MORRIS PARK AVE ##,BRONX,10462,BRONX,Bronx,1000,
ADEN GROCERY INC,ADEN GROCERY,498,WILLIS AVENUE,BRONX,10455,BRONX,Bronx,800,
RIG FISH MARKET CORP,RIG FISH MARKET,4164,WHITE PLAINS ROAD,BRONX,10466,BRONX,Bronx,,
RICHARDS DELI GROCERY &MEX PRODUCE CORP,RICHARDS DELI GROCERY,1356,JEROME AVE. ###,BRONX,10452,BRONX,Bronx,,
BAHAGA AFRICAN MARKET LLC,BAHAGA AFRICAN MARKET,1734,TOWNSEND AVE,BRONX,10453,BRONX,Bronx,500,
JEROME SERVICE INC,JEROME SERVICE,2895,JEROME AVE,BRONX,10468,BRONX,Bronx,700,
DBODEGA FOOD CORP,D'BODEGA FOOD,2236,GRAND CONCOURSE ###,BRONX,10457,BRONX,Bronx,1234,
LAS AGUILAS DELI FOOD CORP,LAS AGUILAS DELI,1131,HAVEMEYER AVE,BRONX,10462,BRONX,Bronx,1000,
ANA & ALEX MEXICAN DELI GROCERY CORP,ANA & ALEX MEXICAN DELI GROCERY,1133,BOSTON RD FRNT 4,BRONX,10456,BRONX,Bronx,900,
ISSOWAZENA AFRICAN MARKET LLC,ISSOWAZENA AFRICAN MARKET,1458,BOSTON RD,BRONX,10460,BRONX,Bronx,1000,
HOME FRESH BAKERY INC,HOME FRESH BAKERY,800,E 182ND ST. ###,BRONX,10460,BRONX,Bronx,,
JORDAN DELI GROCERY INC,JORDAN DELI GROCERY,106,E 165TH ST,BRONX,10452,BRONX,Bronx,900,
J&R SUPER DELI GROCERY II CORP,J&R SUPER DELI GROCERY,3399,WHITEPLAINS RD,BRONX,10467,BRONX,Bronx,1500,
G & M FRIENDS DELI GROCERY LLC,G & M FRIENDS DELI GROCERY,1614,WESTCHESTER AVE,BRONX,10472,BRONX,Bronx,2000,
BELLA TEJALPA DELI GROCERY INC,BELLA TEJALPA DELI GROC,2424,HUGHES AVE,BRONX,10458,BRONX,Bronx,1000,
DRAGONFLY MARKET CORP,YOUNG'S MARKET,154,E 170TH ST.,BRONX,10452,BRONX,Bronx,1200,
4401 FOOD LLC,MET FOOD,4401,WHITE PLAINS RD ###,BRONX,10470,BRONX,Bronx,9000,
3 HERMANOS GROCERY CORP,3 HERMANOS GROCERY,1231,WHITEPLAINS RD,BRONX,10472,BRONX,Bronx,,
VICJONA MARKET 2 INC,FRESCO,62,E 170TH ST #####,BRONX,10452,BRONX,Bronx,,
MUMCEE AFRICAN & CARIBBEAN MKT INC,MUMCEE AFRICAN & CARIBBEAN MKT,3493,BOSTON ROAD,BRONX,10469,BRONX,Bronx,1200,
ADAB FOODS LLC,ADAB FOODS,3861,WHITE PLAINS RD ###,BRONX,10467,BRONX,Bronx,2000,
N R SHOP LLC,KEY FOOD SUPERMARKET,5661,RIVERDALE AVE,BRONX,10471,BRONX,Bronx,20000,
MO DISCOUNT CORP,MO DISCOUNT,548,SOUTHERN BLVD,BRONX,10455,BRONX,Bronx,600,
CPR DELI & GROCERY CORP,CANCUN DELI GROCERY 1,908,EAST 163RD STREET,BRONX,10459,BRONX,Bronx,500,
MERAN DELI GROCERY CORP,MERAN DELI GROCERY,1082,OLMSTEAD AVENUE,BRONX,10472,BRONX,Bronx,,
210 FOOD CORP,AAA 99 CENTS,210,E 188TH ST  ##,BRONX,10458,BRONX,Bronx,2000,
FRANCIS DELI GROCERY CORP,FRANCIS DELI GROCERY,1229,FRANKLIN AVENUE,BRONX,10456,BRONX,Bronx,1400,
BOSTON FISH MARKET CORP,BOSTON FISH MARKET,3717,BOSTON ROAD,BRONX,10466,BRONX,Bronx,700,
RIVERDALE VAPE & CANDY SHOP INC,RIVERDALE VAPE & CANDY SHOP,215,W 231ST STREET,BRONX,10463,BRONX,Bronx,,
AFAA ENTERPRISE INCORPORATION,AFAA AFRICAN SUPERMARKET,2544,B WHITE PLAIN ROAD  ##,BRONX,10467,BRONX,Bronx,1000,
CONFE PARK DELI GROCERY CORP,CONTE PARK DELI GROCERY,4666,PARK AVE,BRONX,10458,BRONX,Bronx,1000,
L&N GOURMET DELI LLC,L&N GOURMET DELI,6119,BROADWAY #21,BRONX,10471,BRONX,Bronx,1000,
GC 99 CENT OUTLOOK INC,GC 99 CENT OUTLOOK,2330,GRAND CONCOURSE,BRONX,10458,BRONX,Bronx,1300,
A&R GROCERY DELI DELI CORP,A&R GROCERY DELI,57,E 168TH ST###,BRONX,10452,BRONX,Bronx,1200,
930-CLARIBEL DELI INC,930-CLARIBEL DELI,6655,BROADWAY,BRONX,10471,BRONX,Bronx,1000,
FOAD MUTHANA & MOHAMAD RASHEED,ARCHER CONVENIENCE STORE,1501,WHITEPLAINS ROAD,BRONX,10462,BRONX,Bronx,,
1278 MORRISON DELI GROCERY CORP,1278 MORRISON DELI GROCERY,1278,MORRISON AVE ###,BRONX,10472,BRONX,Bronx,1800,
INTERVALE DELI FOOD CORP,INTERVALE DELI FOOD,1006,INTERVALE AVE,BRONX,10459,BRONX,Bronx,,
N&N MEAT MARKET LLC,LA ANTILLANA MEAT MARKET,239-245,E TREMONT AVE,BRONX,10457,BRONX,Bronx,2500,
LSW 245 CORPORATION,LSW SEAFOOD,283,E 204TH STREET,BRONX,10467,BRONX,Bronx,200,
S&M BRONX INC,BP,3276,JEROME AVE,BRONX,10468,BRONX,Bronx,700,
VISIONARY FOOD CORP,VISIONARY FOOD,1077,WHITE PLAINS RD###,BRONX,10472,BRONX,Bronx,1500,
SAGAL FISH MARKET INC,SAGAL FISH MARKET,3438,JEROME AVE. ###,BRONX,10467,BRONX,Bronx,750,
LOS 2 HERMANITOS DELI GROCERY CORP,LOS 2 HERMANITOS II DELI GROCERY,865,EAST 165TH STREET,BRONX,10459,BRONX,Bronx,,
LIFE SAVERS DELI CORP,LIFE SAVERS DELI,302,WILLIS AVE,BRONX,10454,BRONX,Bronx,2000,
RAMALES GRILL DELI CORP,RAMALES GRILL DELI,936,MORRIS AVENUE,BRONX,10456,BRONX,Bronx,1000,
FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR #33004,867,LONGWOOD AVE,BRONX,10459,BRONX,Bronx,,
SHOPLAND MINIMART CORP,SHOPLAND MINIMART,25,W TREMONT AVE,BRONX,10453,BRONX,Bronx,1300,
PEACE AND LOVE DELI MARKET CORP,PEACE AND LOVE DELI MARKET,950,LONGWOOD AVENUE,BRONX,10459,BRONX,Bronx,,
BARRY GROCERY LLC,BARRY GROCERY,1167,CASTLE HILL AVENUE,BRONX,10462,BRONX,Bronx,,
CHRISTINE DELI GROCERY CORP,CHRISTINE DELI GROCERY,1580,WATSON AVENUE,BRONX,10472,BRONX,Bronx,,
BESA MEAT AND GROCERY INC,BESA MEAT AND GROCERY,2902,MIDDLETOWN ROAD,BRONX,10461,BRONX,Bronx,720,
JEFFERY DELI GROCERY INC,JEFFERY DELI GROCERY,2149,VALENTINE AVENUE,BRONX,10457,BRONX,Bronx,1500,
SOCO PETRO LLC AMB #2,SOCO PETRO AMB #2,3500,CONNER ST ####,BRONX,10475,BRONX,Bronx,900,
KN MARKET INC,KN MARKET,9,KNOLLS CRESENT,BRONX,10463,BRONX,Bronx,,
DREAM GOURMET DELI INC,DREAM GOURMET DELI,111,EAST 161ST STREET,BRONX,10451,BRONX,Bronx,,
IBERIE DELI GROCERY CORP,PAMELA GREEN DELI,785,EAST 163RD STREET,BRONX,10456,BRONX,Bronx,1000,
ALIANS DELI CORP,ALIANS DELI GROCERY,217,BROOK AVENUE,BRONX,10454,BRONX,Bronx,1200,
AMOAKOHENE PRINCE,SEVEN BROTHERS AFRICAN & CARRIBEAN MARKE,228,EAST 181ST ST,BRONX,10457,BRONX,Bronx,900,
TEJADA MEAT CORP,MET FOOD MARKET,649,JACKSON AVE,BRONX,10455,BRONX,Bronx,8000,
JML&J FOOD CORP,C TOWN SUPERMARKET,229,E.TREMONT AVE,BRONX,10457,BRONX,Bronx,15000,
CITY LINE FRUIT STORE CORP,CITY LINE FRUIT STORE,4710,WHITE PLAINS ROAD,BRONX,10470,BRONX,Bronx,1200,
1840 ON THE 6 DELI & GROCERY CORP,1840 ON THE 6 DELI & GROCERY,1840,WESTCHESTER AVE,BRONX,10472,BRONX,Bronx,1000,
N AND P GOURMET DELI CORP,N AND P GOURMET DELI,866,UNION AVENUE  ##,BRONX,10459,BRONX,Bronx,950,
SAMMY GROCERY & DELI CORP,SAMMY GROCERY & DELI,4378,THIRD AVENUE,BRONX,10457,BRONX,Bronx,700,
SAM DELI GROCERY MARKET CORP,SAM DELI GROCERY MARKET,928,TINTON AVE,BRONX,10456,BRONX,Bronx,,
TACOS EL TORITO VERSATILE LLC,EZEQUIEL DELI GROCERY,688,COURTLANDT AVE,BRONX,10451,BRONX,Bronx,1000,
MOE 194 CONVENIENCE INC,MOE 194 CONVENIENCE,2650,BRIGGS AVENUE,BRONX,10458,BRONX,Bronx,,
B & R CANDY GROCERY CORP,B & R CANDY GROCERY,4700 B,WHITEPLAINS RD,BRONX,10470,BRONX,Bronx,700,
AICHA AFRICAN MARKET INC,AICHA AFRICAN MARKET,218,MCCLELLAN ST,BRONX,10456,BRONX,Bronx,1000,
PEACH PIT INC,PEACH PIT,1719,CROSBY AVE,BRONX,10461,BRONX,Bronx,1300,
BINMAHFOOD ABUBAKER,170TH STREET GROCERY,160,E 170TH STREET,BRONX,10452,BRONX,Bronx,1000,
LA CHAPINCITA DEL BRONX CORP,LA CHAPINCITA DEL BRONX,461,MORRIS PARK AVE,BRONX,10460,BRONX,Bronx,2000,
URBAN BLUE MARKET CORP,URBAN BLUE MARKET,1240-1242,CASTLE HILL AVE,BRONX,10462,BRONX,Bronx,1460,
AGRAMONTE GROCERY STORE CORP,AGRAMONTE GROCERY STORE,1208,STRATFORD AVE,BRONX,10472,BRONX,Bronx,3000,
MADRID BAKERY LLC,VALENCIA BAKERY,801,EDGEWATER RD,BRONX,10474,BRONX,Bronx,5000,
MUNNA MANABRATA D,EVERGREEN HALAL MEAT AND PRODUCE,1215,GRANDVIEW PL,BRONX,10452,BRONX,Bronx,1500,
NEW 7 SEAFOOD PLAZA INC,NEW 7 SEAFOOD PLAZA,223,ST ANNS AVE,BRONX,10454,BRONX,Bronx,2000,
BOGOPA BTM LLC,FOOD BAZAAR,610,EXTERIOR STREET ###,BRONX,10451,BRONX,Bronx,83000,
YEDELINE DELI & GROCERY CORP 2,YEDELINE DELI & GROCERY,271,EAST 166TH STREET ###,BRONX,10456,BRONX,Bronx,1200,
WCE DELI CORP,WCE DELI,695,E. 187TH ST.,BRONX,10458,BRONX,Bronx,,
241 DELI GROCERY CORP,241 DELI GROCERY,4655,WHITE PLAINS ROAD,BRONX,10470,BRONX,Bronx,450,
DARIEL GROCERY INC,DARIEL GROCERY,2085,VALENTINE AVE,BRONX,10457,BRONX,Bronx,1300,
2185 ANTILLANA MEAT & FOOD CORP,ANTILLANA SUPERFOOD MARKETPLACE,2185,WHITE PLAINS RD,BRONX,10462,BRONX,Bronx,6000,
SORY'S MINI MARKET CORP,SORY'S MINI MRKET,3519,WHITE PLAINS RD,BRONX,10467,BRONX,Bronx,1100,
2285 GROCERY & FOOD CORP/ANTILLANA,ANTILLANA SUPERFOOD MARKETPLACE,2285,GRAND CONCOURSE,BRONX,10453,BRONX,Bronx,7000,
RSJ DELI GROCERY CORP,RSJ DELI GROCERY,109,EAST TREMONT AVENUE,BRONX,10453,BRONX,Bronx,,
1033 BEST DELI & GRILL CORP,1033 BEST DELI & GRILL,1033-1035,CASTLE HILL AVENUE ####,BRONX,10472,BRONX,Bronx,2000,
J & K SMOKE SHOP CORP,J & K SMOKE SHOP,3051,VALENTINE AVE,BRONX,10458,BRONX,Bronx,,
1815 SAVANNAH FOOD CORP,1815 SAVANNAH FOOD,1815,GRAND CONCOURSE AVE ####,BRONX,10453,BRONX,Bronx,,
JIMENEZ FRUITS & VEGETABLES INC,JIMENEZ FRUITS & VEGETABLES,901,SOUTHERN BLVD. STORE B,BRONX,10459,BRONX,Bronx,1200,
35 BUS STOP DELI CORP,35 BUS STOP DELI,899,EAST 169TH STREET,BRONX,10459,BRONX,Bronx,,
GORDO DELI GROCERY CORP,GORDO DELI GROCERY,354,BROOK AVENUE,BRONX,10454,BRONX,Bronx,,
ALDALALI DELI CORP,ALDALALI DELI,1484,JEROME AVE,BRONX,10452,BRONX,Bronx,1000,
EDWIN DELI GROCERY 1 CORP,EDWIN DELI GROCERY 1,1151,OLMSTEAD AVE,BRONX,10472,BRONX,Bronx,1500,
CIBAO BAKERY CORP,CIBAO BAKERY,2546B,WHITE PLAINS ROAD,BRONX,10467,BRONX,Bronx,1000,
ALKAIFI MUAAMAR A,EXPRESS CANDY,797,SOUTHERN BLVD,BRONX,10455,BRONX,Bronx,950,
MANGOS FISH MEAT CORP,BENEDICIA LOPEZ MARTINE,2300,RANDALLS AVE ##,BRONX,10473,BRONX,Bronx,700,
LOS CANE DELI GROCERY CORP,LOS CANE DELI GROCERY,12-14,E 199TH STREET,BRONX,10468,BRONX,Bronx,500,
056 DELI & GROCERY CORP,056 DELI & GROCERY,2075,GRAND CONCOURSE ####,BRONX,10453,BRONX,Bronx,,
CHARO FOOD CORP,CHARO FOOD,237,EAST 194TH STREET,BRONX,10458,BRONX,Bronx,,
NEW BEGINNING DELI GROCERY LLC,NEW BEGINNING DELI GROCERY,673,ALLERTON AVENUE,BRONX,10467,BRONX,Bronx,1000,
AL-AMIN HALAL FISH MEAT AND GROCERIES CO,AL-AMIN HALAL FISH MEAT AND GROCERIES,218-220,EAST BURNSIDE AVENUE,BRONX,10457,BRONX,Bronx,500,
AGUAYZA LIGIA ACERO,ECUAMUNDO MULTI SERVICE,2321,WESTCHESTER AVE,BRONX,10462,BRONX,Bronx,,
EAST PARK BRONX DELI INC,EAST PARK BRONX DELI,1976,BIRCHALL AVE,BRONX,10462,BRONX,Bronx,900,
FAMILY DELI 4 INC,FAMILY DELI 4,414,EAST TREMONT AVE,BRONX,10457,BRONX,Bronx,1300,
BANI DELI GROCERY CORP,BANI DELI GROCERY,1965,WEBSTER AVENUE ##,BRONX,10457,BRONX,Bronx,400,
STOP & GO 2 DELI CORP,STOP & GO 2 DELI,801,PROSPECT AVENUE,BRONX,10455,BRONX,Bronx,2000,
KELDRUM INC,PRIME CUTS IRISH BUTCHERS,4338,KATONAH AVE ###,BRONX,10470,BRONX,Bronx,2000,
PALMAS MEAT MARKET CORP,PALMAS MEAT MARKET,1541,WESTCHESTER AVE,BRONX,10472,BRONX,Bronx,500,
KELVINS DELI GROCERY CORP,KELVINS DELI GROCERY,1754,E 172ND STREET,BRONX,10472,BRONX,Bronx,1400,
WALTON NY DELI GROCERY INC,WALTON NY DELI GROCERY,901,WALTON AVENUE,BRONX,10452,BRONX,Bronx,,
WILLYS GROCERY STORE INC,WILLYS GROCERY STORE,699,BECK STREET ####,BRONX,10455,BRONX,Bronx,1100,
WHITE PLAINS GOOD FARM INC,WHITE PLAINS GOOD FARM,3754,WHITE PLAINS ROAD,BRONX,10467,BRONX,Bronx,1300,
MPK FOOD CORP,MET FRESH,775-777,MORRIS PARK AVE,BRONX,10462,BRONX,Bronx,15000,
GREEN GARDEN HEALTH FOOD STORE LLC,GREEN GARDEN HEALTH FOOD STORE,3543,WHITE PLAINS ROAD,BRONX,10467,BRONX,Bronx,2500,
MAYFLOWER DELI & GROCERY CORP,MAYFLOWER DELI & GROCERY,1869,MAYFLOWER AVE,BRONX,10461,BRONX,Bronx,1200,
MONTHER FOOD MART AND DELI CORP,MONTHER FOOD MART AND DELI,1078,E 165TH STREET ####,BRONX,10459,BRONX,Bronx,1200,
ALL FRESH FOOD #1 LLC,ALL FRESH FOOD #1,2344,LORILLARD PLACE ###,BRONX,10458,BRONX,Bronx,800,
D MI MUNECA GROCERY CORP,D MI MUNECA GROCERY,592,TRINITY AVENUE,BRONX,10455,BRONX,Bronx,1000,
S&A CONVENIENCE STORE CORP,S&A CONVENIENCE STORE,502,E 183RD ST,BRONX,10458,BRONX,Bronx,1000,
CACHEO GROCERY STORE INC,CACHEO GROCERY STORE,342,DEVOE AVENUE,BRONX,10460,BRONX,Bronx,1800,
452 GOURMET DELI CORP,NEW RIVERDALE GOURMET DELI,452,WEST 238TH STREET,BRONX,10463,BRONX,Bronx,,
MI COMPADRE DELI GROCERY CORP,MI COMPADRE DELI GROCERY,16,EAST 213TH STREET,BRONX,10467,BRONX,Bronx,1200,
912 JAIRO DELI GROCERY CORP,912 JAIRO DELI GROCERY,912,SOUNDVIEW AVENUE ###,BRONX,10473,BRONX,Bronx,,
PAPA FOOD MARKET DOLLAR DEALS INC,PAPA FOOD MARKET DOLLAR,1562,E 174TH ST,BRONX,10472,BRONX,Bronx,5000,
GUERLAIN DELI GROCERY CORP,GUERLAIN DELI GROCERY,1880,GUERLAIN STREET,BRONX,10462,BRONX,Bronx,550,
WALES DELI GROCERY CORP,WALES DELI GROCERY,785,EAST 151ST STREET,BRONX,10455,BRONX,Bronx,,
HALAL FOOD BAZAAR INC,ITTADI BAZAAR HALAL FOOD MARKET,2111,STARLING AVENUE,BRONX,10462,BRONX,Bronx,2500,
HERMANOS TRONCOSO DELI GROCERY CORP,HERMANOS TRONCOSO DELI GROCERY,765,EAST 175TH STREET,BRONX,10460,BRONX,Bronx,,
GAUSIA FOODS INC,GAUSIA FOODS HALAL SUPERMARKET,367,E 204TH STREET,BRONX,10467,BRONX,Bronx,900,
FRESH SMOOTHIES CAFE & GRILL CORP,FRESH SMOOTHIES CAFE & GRILL,2491,JEROME AVENUE,BRONX,10468,BRONX,Bronx,1000,
TWENTY CITY DELI & GROCERY CORP,TWENTY CITY DELI & GROCERY,1060,SHERMAN AVE,BRONX,10456,BRONX,Bronx,1000,
TULCINGO DINER LLC,TULCINGO DINER,4168,WHITE PLAINS RD,BRONX,10466,BRONX,Bronx,1000,
JD INTERNATIONAL AFRICAN MKT LLC,ACKON JOHNSON,3465,BOSTON ROAD,BRONX,10469,BRONX,Bronx,1000,
1 DELI BRONX LLC,1 DELI BRONX,2897,SEDGWICK AVE,BRONX,10468,BRONX,Bronx,,
KINGSBRIDGE DELI CORP,KINGSBRIDGE DELI,69,W. KINGSBRIDGE ROAD,BRONX,10468,BRONX,Bronx,900,
1500 AMERICAN GOURMET CORP,1500 AMERICAN GOURMET CORP,1500,CASTLE HILL AVE,BRONX,10462,BRONX,Bronx,1000,
MASK GROCERY LLC,C TOWN SUPERMARKET,5686,MOSHOLU AVENUE,BRONX,10471,BRONX,Bronx,,
ESTRELLA MEATS FRUITS & GROCERY CORP,ESTRELLA MEATS FRUITS & GROCERY,276,E 198TH ST.,BRONX,10458,BRONX,Bronx,,
LA FUENTE FOOD CENTER INC,LA FUENTE FOOD CENTER,111,EAST BURNSIDE AVENUE,BRONX,10453,BRONX,Bronx,,
EMELY DELI GROCERY CORP,EMELY DELI GROCERY,550,EAST 187TH STREET,BRONX,10458,BRONX,Bronx,,
1088 GOURMET DELI CORP,1088 GOURMET DELI,1088,WASHINGTON AVE,BRONX,10456,BRONX,Bronx,,
PSB DELI GROCERY CORP,PSB DELI GROCERY,249,WILLIS AVE,BRONX,10454,BRONX,Bronx,1500,
SANTO P RUIZ LARA,PRUKO MARKET,672,E 180TH ST,BRONX,10457,BRONX,Bronx,200,
206 CANDY & CONVENIENCE INC,DELICIOUS DELIGHTS JUICE & CREPES,206,W 231ST STREET,BRONX,10463,BRONX,Bronx,,
DYRE AVE CORIBBEAN VEGGIES INC,DYRE AVE CARIBBEAN VEGGIES,3822,DYRE AVE,BRONX,10466,BRONX,Bronx,,
LOE APPLE GROCERY & PRODUCE INC,LOE APPLE GROCERY & PRODUCE,2034,EASTCHESTER RD,BRONX,10461,BRONX,Bronx,2000,
WOODHAVEN VALLEY LLC,WOODHAVEN VALLEY,1393,WEBSTER AVE,BRONX,10456,BRONX,Bronx,2400,
BRONX GOURMET LTD,BRONX GOURMET,760,E. TREMONT AVENUE,BRONX,10460,BRONX,Bronx,,
LA FORTUNA FOOD DELI CORP 1,LA FORTUNA FOOD DELI,481,WALES AVE ###,BRONX,10455,BRONX,Bronx,1500,
NENE 21 DELI GROCERY CORP,NENE 21 DELI GROCERY,1911-1915,SOUTHERN BLVD STORE 1,BRONX,10460,BRONX,Bronx,450,
CABRO INC,TIERNEY FINE FOODS,5780,MOSHOLU AVE,BRONX,10471,BRONX,Bronx,500,
NEW FAMILY MEAT MARKET INC,NEW FAMILY MEAT MARKET,283,A SAINT ANNS AVENUE,BRONX,10454,BRONX,Bronx,750,
ABC DISCOUNT STORE INC,DOLLAR DEALS,1945,UNIVERSITY AVE ####,BRONX,10453,BRONX,Bronx,,
LOS MORONTAS SUPERMARKET CORP,LOS MORONTAS SUPERMARKET,475,CASTLE HILL AVENUE,BRONX,10473,BRONX,Bronx,1000,
2470 EL DUKE GOURMET DELI CORP,2470 EL DUKE GOURMET DELI,2470,BEAUMONT AVENUE,BRONX,10458,BRONX,Bronx,1200,
JB GOURMET DELI CORP,JB GOURMET DELI,1822-1824,ARCHER STREET,BRONX,10460,BRONX,Bronx,,
3 JS DELI GROCERY INC,3 JS DELI GROCERY,1098,ANDERSON AVE,BRONX,10452,BRONX,Bronx,,
CRUZ CORDERO RAMON A,LA GAVIOTA DELI GROCERY,565,EAST 188TH STREET,BRONX,10458,BRONX,Bronx,,
MI TIERRA FRUIT MARKET CORP,MI TIERRA FRUIT MARKET,702,EAST 187TH STREET,BRONX,10458,BRONX,Bronx,,
SALS PLACE DELI & GROCERY 1 CORP,SALS PLACE DELI & GROCERY 1,1971,BRONXDALE AVE,BRONX,10462,BRONX,Bronx,900,
SALAH MARKET CORP,SALAH MARKET,700A,GRAND CONCOURSE,BRONX,10451,BRONX,Bronx,750,
C&V DELI GROCERY CORP,C&V DELI GROCERY,1668,ZEREGA AVENUE,BRONX,10462,BRONX,Bronx,700,
EUROLAB MARKET INC,EUROLAB MARKET,2326,ARTHUR AVE ###,BRONX,10458,BRONX,Bronx,,
L & T DISCOUNT SPOT CORP,L & T DISCOUNT SPOT,488,E 163RD STREET,BRONX,10451,BRONX,Bronx,,
146 DELI CORP,146 DELI,461,WILLIS AVE,BRONX,10455,BRONX,Bronx,1000,
1247 DELI & GROCERY CORP,1247 DELI & GROCERY,1247,WEBSTER AVENUE,BRONX,10456,BRONX,Bronx,1200,
KALAJA S BROTHERS INC,MOBIL MART,1106,METCALF AVE,BRONX,10472,BRONX,Bronx,1800,
SNACK ATTACK DELI 1 INC,SNACK ATTACK DELI 1,976,LONGWOOD AVE,BRONX,10459,BRONX,Bronx,1000,
MOCHA COFFEE EXPRESS LLC,MOCHA COFFEE EXPRESS,481,MORRIS PARK AVENUE ##,BRONX,10460,BRONX,Bronx,,
N & Y CLASSIC DELI INC,N & Y CLASSIC DELI,3155,VILLA AVE,BRONX,10468,BRONX,Bronx,900,
OJ VALERIO DELI GROCERY INC,OJ VALERIO DELI GROCERY,1331,WEBSTER AVE ####,BRONX,10456,BRONX,Bronx,,
JOHORA CORPORATION,TASTY CORNER,900,E GUN HILL RD,BRONX,10469,BRONX,Bronx,1600,
MELO DELI GROCERY CORP,MELO DELI GROCERY,1304,BOSTON ROAD,BRONX,10456,BRONX,Bronx,900,
FRIENDS DELI & GRILL CORP,FRIENDS DELI & GRILL,585,SOUTHERN BLVD,BRONX,10455,BRONX,Bronx,1200,
BERMUDEZ FOOD MARKET CORP,BERMUDEZ FOOD MARKET,170,W TREMONT AVENUE,BRONX,10453,BRONX,Bronx,,
2193 DELI GROCERY MARKET INC,2193 DELI GROCERY MARKET,2193,GRAND CONCOURSE,BRONX,10453,BRONX,Bronx,,
P AND P MEAT MARKET INC,ANTILLANA MEAT MARKET,88-90,WEST 165TH STREET,BRONX,10452,BRONX,Bronx,1200,
ROYAL REAL INC,BRAVO SUPERMARKET,745,WESTCHESTER AVENUE,BRONX,10455,BRONX,Bronx,10000,
COLGATE DELI & GROCERY CORP,COLGATE DELI & GROCERY,1452,WESTCHESTER AVE,BRONX,10472,BRONX,Bronx,800,
MOSES DELI GROCERY INC,MOSES DELI GROCERY,3438,BOSTON ROAD ####,BRONX,10469,BRONX,Bronx,,
WILL GROCERY & MEAT INC,PIONEER SUPERMARKET,250,WILLIS AVE,BRONX,10454,BRONX,Bronx,10000,
TKM VITAMIN LLC,A-Z NUTRITION & SMOOTHIES,1776,EASTCHESTER ROAD,BRONX,10461,BRONX,Bronx,1100,
YANKEL DELI GROCERY CORP,YANKEL DELI GROCERY,266,EAST 143RD STREET,BRONX,10451,BRONX,Bronx,,
LUCKY 2 GOURMET DELI INC,LUCKY 2 GOURMET DELI,1007,E 163RD STREET ####,BRONX,10459,BRONX,Bronx,,
FORDHAM DELI #2 CORP,FORDHAM DELI #2,2573,WEBSTER AVE,BRONX,10458,BRONX,Bronx,1000,
CRUGER DELI & CANDY INC,CRUGER DELI & CANDY,722,ALLERTON AVENUE,BRONX,10467,BRONX,Bronx,,
MOTHERS GROCERY & DELI LLC,MOTHERS GROCERY & DELI,3019,WEBSTER AVE ###,BRONX,10458,BRONX,Bronx,1000,
