minute_of_day,entropy,hour,minute
881,1.3359422532021559,14,41
882,1.4062469451304853,14,42
883,1.2607717938967942,14,43
884,1.466079146583445,14,44
885,1.3386996992730573,14,45
886,1.5073812408711769,14,46
887,1.6183941088363931,14,47
888,1.4169683562069642,14,48
889,1.304026940573829,14,49
890,1.4252902657624795,14,50
891,1.2772018112022603,14,51
892,1.5073812408711769,14,52
893,1.3108855473118681,14,53
894,1.2627003415647131,14,54
895,1.4700053888821798,14,55
896,1.4551160528034568,14,56
897,1.388669309943758,14,57
898,1.2896085583481507,14,58
899,1.3725632090208775,14,59
900,1.4516607643577668,15,0
901,1.450467463408549,15,1
902,1.309571754606869,15,2
903,1.4853445004673742,15,3
904,1.3108855473118681,15,4
905,1.6183941088363931,15,5
906,1.5517912433270729,15,6
907,1.4333844330634582,15,7
908,1.6076726977599138,15,8
909,1.6325948924976457,15,9
910,1.6806970108329313,15,10
911,1.5181075072174655,15,11
912,1.557651321714028,15,12
913,1.5109975072362978,15,13
914,1.309571754606869,15,14
915,1.466079146583445,15,15
916,1.3956134767356851,15,16
917,1.391828562904807,15,17
918,1.4700053888821798,15,18
919,1.5024584196986575,15,19
920,1.4516607643577668,15,20
921,1.4622211975148145,15,21
922,1.383099991189334,15,22
923,1.5517912433270729,15,23
924,1.6076726977599138,15,24
925,1.4853445004673742,15,25
926,1.4853445004673742,15,26
927,1.466079146583445,15,27
928,1.5181075072174655,15,28
929,1.3328204045850196,15,29
930,1.54515219719895,15,30
931,1.4282648898155057,15,31
932,1.327218536756493,15,32
933,1.5432473005196226,15,33
934,1.54515219719895,15,34
935,1.5024584196986575,15,35
936,1.4853445004673742,15,36
937,1.54515219719895,15,37
938,1.4252902657624795,15,38
939,1.229776356895191,15,39
940,1.4853445004673742,15,40
941,1.4853445004673742,15,41
942,1.321606958388347,15,42
943,1.3359422532021559,15,43
944,1.4516607643577668,15,44
945,1.3725632090208775,15,45
946,1.4169683562069642,15,46
947,1.2388954222347044,15,47
948,1.1544861448975354,15,48
949,1.0961085701090179,15,49
950,1.2388954222347044,15,50
951,1.117865189078814,15,51
952,1.129484900006454,15,52
953,1.086312840741288,15,53
954,1.2772018112022603,15,54
955,1.3725632090208775,15,55
956,1.117865189078814,15,56
957,1.2142103567882518,15,57
958,1.2142103567882518,15,58
959,0.9150241022482328,15,59
960,1.1400677626718572,16,0
961,1.3562162791272803,16,1
962,1.0768432162250887,16,2
963,1.0360543354041232,16,3
964,1.191553055339504,16,4
965,1.036839086074006,16,5
966,1.2142103567882518,16,6
967,1.2142103567882518,16,7
968,1.1578693192298966,16,8
969,1.1451363701530526,16,9
970,1.2142103567882518,16,10
971,1.2627003415647131,16,11
972,1.2627003415647131,16,12
973,1.309571754606869,16,13
974,1.3359422532021559,16,14
975,1.1816742385599053,16,15
976,1.2627003415647131,16,16
977,1.3386996992730573,16,17
978,1.282503413636793,16,18
979,1.1660870601063933,16,19
980,1.2230008375690211,16,20
981,1.1660870601063933,16,21
982,1.086312840741288,16,22
983,1.191553055339504,16,23
984,1.2627003415647131,16,24
985,1.254999237609217,16,25
986,1.086312840741288,16,26
987,0.9700627520488552,16,27
988,1.092725395776657,16,28
989,0.9150241022482328,16,29
990,0.9669803487689241,16,30
991,0.8343470230852538,16,31
992,1.0318235011697339,16,32
993,0.848765405310932,16,33
994,0.6180038597674269,16,34
995,0.3227569588973982,16,35
