minute_of_day,hour,minute,entropy,n_observations
133,2,13,0.9930999387910295,31
134,2,14,1.1865571977586569,31
135,2,15,1.0818761494413496,31
136,2,16,0.9930999387910295,31
137,2,17,1.3134742745099717,31
138,2,18,1.186557197758657,31
139,2,19,0.9930999387910295,31
140,2,20,1.1221321968555458,31
141,2,21,1.1589845212337104,31
142,2,22,1.0819672775704963,31
143,2,23,1.2267221170437064,31
144,2,24,0.9655272622660829,31
145,2,25,0.9930999387910295,31
146,2,26,1.0701171824542435,31
147,2,27,0.9930999387910295,31
148,2,28,0.7939924338116537,31
149,2,29,1.0819672775704963,31
150,2,30,1.0331737299469321,31
151,2,31,0.965527262266083,31
152,2,32,0.8865703508911296,31
153,2,33,1.1589845212337104,31
154,2,34,1.224606935730505,31
155,2,35,1.1589845212337102,31
156,2,36,1.1221321968555458,31
157,2,37,0.965527262266083,31
158,2,38,0.991251399208437,31
159,2,39,0.9655272622660829,31
160,2,40,1.0300433912983409,31
161,2,41,0.9912513992084369,31
162,2,42,0.7483265504380476,31
163,2,43,0.659459211658581,31
164,2,44,0.9510864799233876,31
165,2,45,0.6838104214057896,31
166,2,46,0.8828597725911205,31
167,2,47,0.7939924338116537,31
168,2,48,0.8585085628439117,31
169,2,49,0.7483265504380476,31
170,2,50,0.6120692840122649,31
171,2,51,0.7483265504380476,31
172,2,52,0.8828597725911205,31
173,2,53,0.7483265504380476,31
174,2,54,0.6838104214057896,31
175,2,55,0.547553154980007,31
176,2,56,0.991251399208437,31
177,2,57,0.547553154980007,31
178,2,58,0.547553154980007,31
179,2,59,0.8585085628439117,31
180,3,0,0.659459211658581,31
181,3,1,0.8585085628439117,31
182,3,2,0.659459211658581,31
183,3,3,0.547553154980007,31
184,3,4,0.7483265504380476,31
185,3,5,0.7483265504380476,31
186,3,6,0.9912513992084371,31
187,3,7,0.8585085628439117,31
188,3,8,0.659459211658581,31
189,3,9,0.6838104214057896,31
190,3,10,0.6838104214057896,31
191,3,11,0.7483265504380476,31
192,3,12,0.547553154980007,31
193,3,13,0.7483265504380476,31
194,3,14,0.8585085628439117,31
195,3,15,0.547553154980007,31
196,3,16,0.659459211658581,31
197,3,17,0.547553154980007,31
198,3,18,0.7538275145266042,31
199,3,19,0.4586858162005403,31
200,3,20,0.659459211658581,31
201,3,21,0.7483265504380476,31
202,3,22,0.7939924338116537,31
203,3,23,0.7483265504380476,31
204,3,24,0.6838104214057896,31
205,3,25,0.6838104214057896,31
206,3,26,0.4586858162005403,31
207,3,27,0.345117314944953,31
208,3,28,0.4586858162005403,31
209,3,29,0.4586858162005403,31
210,3,30,0.409633443977211,31
211,3,31,0.547553154980007,31
212,3,32,0.409633443977211,31
213,3,33,0.345117314944953,31
214,3,34,0.4586858162005403,31
215,3,35,0.345117314944953,31
216,3,36,0.205592508185083,31
217,3,37,0.205592508185083,31
218,3,38,0.345117314944953,31
219,3,39,0.409633443977211,31
220,3,40,0.409633443977211,31
221,3,41,0.547553154980007,31
222,3,42,0.547553154980007,31
223,3,43,0.7483265504380476,31
224,3,44,0.659459211658581,31
225,3,45,0.8828597725911205,31
226,3,46,0.7483265504380476,31
227,3,47,0.7483265504380476,31
228,3,48,0.6373874992221911,31
229,3,49,0.345117314944953,31
230,3,50,0.547553154980007,31
231,3,51,0.547553154980007,31
232,3,52,0.205592508185083,31
233,3,53,0.205592508185083,31
234,3,54,0.4586858162005403,31
235,3,55,0.205592508185083,31
236,3,56,0.5547781633412736,31
237,3,57,0.409633443977211,31
238,3,58,0.409633443977211,31
239,3,59,0.205592508185083,31
240,4,0,0.205592508185083,31
241,4,1,0.409633443977211,31
242,4,2,0.345117314944953,31
243,4,3,0.345117314944953,31
244,4,4,0.409633443977211,31
245,4,5,0.345117314944953,31
246,4,6,0.345117314944953,31
247,4,7,0.409633443977211,31
248,4,8,0.6120692840122649,31
249,4,9,0.547553154980007,31
250,4,10,0.659459211658581,31
251,4,11,0.0,31
252,4,12,0.547553154980007,31
253,4,13,0.659459211658581,31
254,4,14,0.205592508185083,31
255,4,15,0.4586858162005403,31
256,4,16,0.205592508185083,31
257,4,17,0.205592508185083,31
258,4,18,0.205592508185083,31
259,4,19,0.205592508185083,31
260,4,20,0.659459211658581,31
261,4,21,0.7483265504380476,31
262,4,22,0.659459211658581,31
263,4,23,0.409633443977211,31
264,4,24,0.547553154980007,31
265,4,25,0.7483265504380476,31
266,4,26,0.205592508185083,31
267,4,27,0.205592508185083,31
268,4,28,0.659459211658581,31
269,4,29,0.8585085628439117,31
270,4,30,0.7483265504380476,31
271,4,31,0.409633443977211,31
272,4,32,0.409633443977211,31
273,4,33,0.547553154980007,31
274,4,34,0.5547781633412736,31
275,4,35,0.205592508185083,31
276,4,36,0.205592508185083,31
277,4,37,0.345117314944953,31
278,4,38,0.0,31
279,4,39,0.0,31
280,4,40,0.205592508185083,31
281,4,41,0.205592508185083,31
282,4,42,0.205592508185083,31
283,4,43,0.409633443977211,31
284,4,44,0.409633443977211,31
285,4,45,0.409633443977211,31
286,4,46,0.409633443977211,31
287,4,47,0.205592508185083,31
288,4,48,0.205592508185083,31
289,4,49,0.4586858162005403,31
290,4,50,0.547553154980007,31
291,4,51,0.409633443977211,31
292,4,52,0.205592508185083,31
293,4,53,0.205592508185083,31
294,4,54,0.205592508185083,31
295,4,55,0.205592508185083,31
296,4,56,0.205592508185083,31
297,4,57,0.0,31
298,4,58,0.0,31
299,4,59,0.0,31
300,5,0,0.205592508185083,31
301,5,1,0.0,31
302,5,2,0.0,31
303,5,3,0.345117314944953,31
304,5,4,0.205592508185083,31
305,5,5,0.345117314944953,31
306,5,6,0.345117314944953,31
307,5,7,0.0,31
308,5,8,0.0,31
309,5,9,0.0,31
310,5,10,0.205592508185083,31
311,5,11,0.0,31
312,5,12,0.205592508185083,31
313,5,13,0.205592508185083,31
314,5,14,0.0,31
315,5,15,0.0,31
316,5,16,0.0,31
317,5,17,0.205592508185083,31
318,5,18,0.0,31
319,5,19,0.345117314944953,31
320,5,20,0.345117314944953,31
321,5,21,0.205592508185083,31
322,5,22,0.205592508185083,31
323,5,23,0.0,31
324,5,24,0.205592508185083,31
325,5,25,0.409633443977211,31
326,5,26,0.409633443977211,31
327,5,27,0.0,31
328,5,28,0.547553154980007,31
329,5,29,0.345117314944953,31
330,5,30,0.345117314944953,31
331,5,31,0.0,31
332,5,32,0.0,31
333,5,33,0.345117314944953,31
334,5,34,0.0,31
335,5,35,0.0,31
336,5,36,0.0,31
337,5,37,0.205592508185083,31
338,5,38,0.0,31
339,5,39,0.345117314944953,31
340,5,40,0.0,31
341,5,41,0.205592508185083,31
342,5,42,0.205592508185083,31
343,5,43,0.409633443977211,31
344,5,44,0.0,31
345,5,45,0.0,31
346,5,46,0.0,31
347,5,47,0.0,31
348,5,48,0.205592508185083,31
349,5,49,0.205592508185083,31
350,5,50,0.205592508185083,31
351,5,51,0.205592508185083,31
352,5,52,0.0,31
353,5,53,0.205592508185083,31
354,5,54,0.0,31
355,5,55,0.0,31
356,5,56,0.0,31
357,5,57,0.205592508185083,31
358,5,58,0.0,31
359,5,59,0.205592508185083,31
360,6,0,0.345117314944953,31
361,6,1,0.345117314944953,31
362,6,2,0.0,31
363,6,3,0.0,31
364,6,4,0.0,31
365,6,5,0.0,31
366,6,6,0.345117314944953,31
367,6,7,0.205592508185083,31
368,6,8,0.345117314944953,31
369,6,9,0.0,31
370,6,10,0.205592508185083,31
371,6,11,0.0,31
372,6,12,0.205592508185083,31
373,6,13,0.205592508185083,31
374,6,14,0.205592508185083,31
375,6,15,0.205592508185083,31
376,6,16,0.345117314944953,31
377,6,17,0.0,31
378,6,18,0.0,31
379,6,19,0.205592508185083,31
380,6,20,0.547553154980007,31
381,6,21,0.409633443977211,31
382,6,22,0.205592508185083,31
383,6,23,0.345117314944953,31
384,6,24,0.0,31
385,6,25,0.205592508185083,31
386,6,26,0.205592508185083,31
387,6,27,0.0,31
388,6,28,0.205592508185083,31
389,6,29,0.0,31
390,6,30,0.547553154980007,31
391,6,31,0.205592508185083,31
392,6,32,0.205592508185083,31
393,6,33,0.547553154980007,31
394,6,34,0.205592508185083,31
395,6,35,0.345117314944953,31
396,6,36,0.345117314944953,31
397,6,37,0.205592508185083,31
398,6,38,0.0,31
399,6,39,0.409633443977211,31
400,6,40,0.345117314944953,31
401,6,41,0.205592508185083,31
402,6,42,0.409633443977211,31
403,6,43,0.205592508185083,31
404,6,44,0.0,31
405,6,45,0.205592508185083,31
406,6,46,0.205592508185083,31
407,6,47,0.0,31
408,6,48,0.409633443977211,31
409,6,49,0.345117314944953,31
410,6,50,0.5547781633412736,31
411,6,51,0.345117314944953,31
412,6,52,0.547553154980007,31
413,6,53,0.409633443977211,31
414,6,54,0.409633443977211,31
415,6,55,0.409633443977211,31
416,6,56,0.659459211658581,31
417,6,57,0.547553154980007,31
418,6,58,0.6838104214057896,31
419,6,59,0.345117314944953,31
420,7,0,0.345117314944953,31
421,7,1,0.409633443977211,31
422,7,2,0.205592508185083,31
423,7,3,0.345117314944953,31
424,7,4,0.409633443977211,31
425,7,5,0.0,31
426,7,6,0.205592508185083,31
427,7,7,0.409633443977211,31
428,7,8,0.205592508185083,31
429,7,9,0.205592508185083,31
430,7,10,0.205592508185083,31
431,7,11,0.409633443977211,31
432,7,12,0.409633443977211,31
433,7,13,0.409633443977211,31
434,7,14,0.205592508185083,31
435,7,15,0.409633443977211,31
436,7,16,0.409633443977211,31
437,7,17,0.547553154980007,31
438,7,18,0.345117314944953,31
439,7,19,0.409633443977211,31
440,7,20,0.659459211658581,31
441,7,21,0.345117314944953,31
442,7,22,0.345117314944953,31
443,7,23,0.0,31
444,7,24,0.0,31
445,7,25,0.0,31
446,7,26,0.205592508185083,31
447,7,27,0.0,31
448,7,28,0.345117314944953,31
449,7,29,0.205592508185083,31
450,7,30,0.205592508185083,31
451,7,31,0.659459211658581,31
452,7,32,0.0,31
453,7,33,0.205592508185083,31
454,7,34,0.0,31
455,7,35,0.205592508185083,31
456,7,36,0.345117314944953,31
457,7,37,0.205592508185083,31
458,7,38,0.205592508185083,31
459,7,39,0.345117314944953,31
460,7,40,0.205592508185083,31
461,7,41,0.0,31
462,7,42,0.205592508185083,31
463,7,43,0.0,31
464,7,44,0.205592508185083,31
465,7,45,0.547553154980007,31
466,7,46,0.4586858162005403,31
467,7,47,0.409633443977211,31
468,7,48,0.409633443977211,31
469,7,49,0.409633443977211,31
470,7,50,0.547553154980007,31
471,7,51,0.4586858162005403,31
472,7,52,0.345117314944953,31
473,7,53,0.205592508185083,31
474,7,54,0.345117314944953,31
475,7,55,0.205592508185083,31
476,7,56,0.205592508185083,31
477,7,57,0.0,31
478,7,58,0.4586858162005403,31
479,7,59,0.409633443977211,31
480,8,0,0.7483265504380476,31
481,8,1,0.345117314944953,31
482,8,2,0.345117314944953,31
483,8,3,0.345117314944953,31
484,8,4,0.345117314944953,31
485,8,5,0.0,31
486,8,6,0.345117314944953,31
487,8,7,0.4586858162005403,31
488,8,8,0.345117314944953,31
489,8,9,0.4586858162005403,31
490,8,10,0.345117314944953,31
491,8,11,0.4586858162005403,31
492,8,12,0.547553154980007,31
493,8,13,0.547553154980007,31
494,8,14,0.345117314944953,31
495,8,15,0.205592508185083,31
496,8,16,0.345117314944953,31
497,8,17,0.345117314944953,31
498,8,18,0.345117314944953,31
499,8,19,0.345117314944953,31
500,8,20,0.345117314944953,31
501,8,21,0.345117314944953,31
502,8,22,0.547553154980007,31
503,8,23,0.205592508185083,31
504,8,24,0.345117314944953,31
505,8,25,0.345117314944953,31
506,8,26,0.345117314944953,31
507,8,27,0.205592508185083,31
508,8,28,0.345117314944953,31
509,8,29,0.4586858162005403,31
510,8,30,0.8346464646189742,31
511,8,31,0.409633443977211,31
512,8,32,0.409633443977211,31
513,8,33,0.409633443977211,31
514,8,34,0.547553154980007,31
515,8,35,0.409633443977211,31
516,8,36,0.409633443977211,31
517,8,37,0.409633443977211,31
518,8,38,0.409633443977211,31
519,8,39,0.547553154980007,31
520,8,40,0.7538275145266042,31
521,8,41,0.409633443977211,31
522,8,42,0.345117314944953,31
523,8,43,0.547553154980007,31
524,8,44,0.345117314944953,31
525,8,45,0.547553154980007,31
526,8,46,0.547553154980007,31
527,8,47,0.547553154980007,31
528,8,48,0.345117314944953,31
529,8,49,0.345117314944953,31
530,8,50,0.345117314944953,31
531,8,51,0.345117314944953,31
532,8,52,0.345117314944953,31
533,8,53,0.547553154980007,31
534,8,54,0.7483265504380476,31
535,8,55,0.547553154980007,31
536,8,56,0.547553154980007,31
537,8,57,0.547553154980007,31
538,8,58,0.547553154980007,31
539,8,59,0.547553154980007,31
540,9,0,0.8865703508911296,31
541,9,1,0.345117314944953,31
542,9,2,0.547553154980007,31
543,9,3,0.345117314944953,31
544,9,4,0.409633443977211,31
545,9,5,0.205592508185083,31
546,9,6,0.547553154980007,31
547,9,7,0.409633443977211,31
548,9,8,0.6120692840122649,31
549,9,9,0.547553154980007,31
550,9,10,0.205592508185083,31
551,9,11,0.6120692840122649,31
552,9,12,0.6120692840122649,31
553,9,13,0.547553154980007,31
554,9,14,0.409633443977211,31
555,9,15,0.0,31
556,9,16,0.0,31
557,9,17,0.0,31
558,9,18,0.205592508185083,31
559,9,19,0.0,31
560,9,20,0.205592508185083,31
561,9,21,0.0,31
562,9,22,0.0,31
563,9,23,0.0,31
564,9,24,0.345117314944953,31
565,9,25,0.547553154980007,31
566,9,26,0.7939924338116537,31
567,9,27,0.547553154980007,31
568,9,28,0.6838104214057896,31
569,9,29,0.547553154980007,31
570,9,30,0.8865703508911296,31
571,9,31,0.7483265504380476,31
572,9,32,0.547553154980007,31
573,9,33,0.547553154980007,31
574,9,34,0.7483265504380476,31
575,9,35,0.7939924338116537,31
576,9,36,0.547553154980007,31
577,9,37,0.7939924338116537,31
578,9,38,0.7939924338116537,31
579,9,39,0.8828597725911205,31
580,9,40,0.8828597725911205,31
581,9,41,0.7939924338116537,31
582,9,42,0.659459211658581,31
583,9,43,0.7939924338116537,31
584,9,44,0.9023840604289702,31
585,9,45,0.7939924338116537,31
586,9,46,0.991251399208437,31
587,9,47,0.7939924338116537,31
588,9,48,0.991251399208437,31
589,9,49,0.7939924338116537,31
590,9,50,0.5547781633412736,31
591,9,51,0.5547781633412736,31
592,9,52,0.659459211658581,31
593,9,53,0.7939924338116537,31
594,9,54,0.8585085628439117,31
595,9,55,0.5547781633412736,31
596,9,56,0.8585085628439117,31
597,9,57,0.659459211658581,31
598,9,58,0.659459211658581,31
599,9,59,0.8585085628439117,31
600,10,0,0.9930999387910295,31
601,10,1,0.659459211658581,31
602,10,2,0.5547781633412736,31
603,10,3,0.7939924338116537,31
604,10,4,0.547553154980007,31
605,10,5,0.7939924338116537,31
606,10,6,0.659459211658581,31
607,10,7,1.0156026089556456,31
608,10,8,0.9912513992084369,31
609,10,9,0.4586858162005403,31
610,10,10,0.659459211658581,31
611,10,11,0.5547781633412736,31
612,10,12,0.659459211658581,31
613,10,13,0.7939924338116537,31
614,10,14,0.8585085628439117,31
615,10,15,0.8828597725911205,31
616,10,16,0.9023840604289702,31
617,10,17,0.5547781633412736,31
618,10,18,0.6838104214057896,31
619,10,19,1.097780987108337,31
620,10,20,0.6373874992221911,31
621,10,21,0.9510864799233876,31
622,10,22,0.8585085628439117,31
623,10,23,1.1221321968555458,31
624,10,24,0.8865703508911296,31
625,10,25,0.8865703508911296,31
626,10,26,1.0819672775704963,31
627,10,27,1.1221321968555458,31
628,10,28,1.2267221170437064,31
629,10,29,0.8865703508911296,31
630,10,30,0.9912513992084369,31
631,10,31,0.8585085628439117,31
632,10,32,1.0819672775704963,31
633,10,33,0.991251399208437,31
634,10,34,1.0818761494413496,31
635,10,35,1.1221321968555455,31
636,10,36,1.0156026089556456,31
637,10,37,0.9912513992084369,31
638,10,38,0.7538275145266043,31
639,10,39,0.9640863283315679,31
640,10,40,1.0819672775704963,31
641,10,41,0.9912513992084369,31
642,10,42,0.9912513992084371,31
643,10,43,1.1221321968555458,31
644,10,44,0.9930999387910295,31
645,10,45,0.9912513992084369,31
646,10,46,1.0156026089556456,31
647,10,47,0.8828597725911205,31
648,10,48,1.0300433912983409,31
649,10,49,0.8585085628439117,31
650,10,50,0.8865703508911296,31
651,10,51,0.7939924338116537,31
652,10,52,0.7939924338116537,31
653,10,53,1.0300433912983409,31
654,10,54,0.9042326000115628,31
655,10,55,0.7939924338116537,31
656,10,56,1.0701171824542435,31
657,10,57,1.0331737299469321,31
658,10,58,0.8585085628439117,31
659,10,59,1.0331737299469321,31
660,11,0,1.2803204932011591,31
661,11,1,1.0819672775704963,31
662,11,2,1.0701171824542435,31
663,11,3,1.386351347323835,31
664,11,4,1.0156026089556456,31
665,11,5,1.0819672775704963,31
666,11,6,1.0156026089556456,31
667,11,7,1.1221321968555455,31
668,11,8,1.224606935730505,31
669,11,9,1.186557197758657,31
670,11,10,1.0331737299469321,31
671,11,11,1.224606935730505,31
672,11,12,1.2109084075058656,31
673,11,13,1.0976898589791901,31
674,11,14,0.9655272622660829,31
675,11,15,1.0300433912983409,31
676,11,16,1.0300433912983409,31
677,11,17,0.8346464646189743,31
678,11,18,0.8346464646189743,31
679,11,19,0.7538275145266043,31
680,11,20,1.0910034050828827,31
681,11,21,1.1555195341151407,31
682,11,22,1.0819672775704963,31
683,11,23,1.1555195341151407,31
684,11,24,1.156869339920509,31
685,11,25,1.1400457981819085,31
686,11,26,1.0819672775704963,31
687,11,27,1.186557197758657,31
688,11,28,1.2267221170437064,31
689,11,29,1.224606935730505,31
690,11,30,1.2615503882378163,31
691,11,31,1.0819672775704963,31
692,11,32,1.1589845212337104,31
693,11,33,0.991251399208437,31
694,11,34,1.2615503882378163,31
695,11,35,1.2267221170437064,31
696,11,36,1.285901597985025,31
697,11,37,1.4139240238487814,31
698,11,38,1.186557197758657,31
699,11,39,1.4476406844437253,31
700,11,40,1.0701171824542435,31
701,11,41,1.1865571977586569,31
702,11,42,1.1589845212337102,31
703,11,43,1.0584546687309146,31
704,11,44,1.2615503882378163,31
705,11,45,1.1400457981819085,31
706,11,46,0.9912513992084369,31
707,11,47,1.2109084075058656,31
708,11,48,1.0701171824542435,31
709,11,49,1.1221321968555455,31
710,11,50,1.285901597985025,31
711,11,51,1.186557197758657,31
712,11,52,1.0300433912983409,31
713,11,53,1.3134742745099717,31
714,11,54,1.1221321968555458,31
715,11,55,1.186557197758657,31
716,11,56,1.2267221170437064,31
717,11,57,1.3134742745099717,31
718,11,58,1.097780987108337,31
719,11,59,1.224606935730505,31
720,12,0,1.3494078948165236,31
721,12,1,1.3494078948165236,31
722,12,2,1.2109084075058656,31
723,12,3,1.2109084075058656,31
724,12,4,1.0818761494413496,31
725,12,5,1.386351347323835,31
726,12,6,1.186557197758657,31
727,12,7,1.186557197758657,31
728,12,8,1.097780987108337,31
729,12,9,1.224606935730505,31
730,12,10,1.2615503882378163,31
731,12,11,1.097780987108337,31
732,12,12,0.9930999387910295,31
733,12,13,1.285901597985025,31
734,12,14,1.2109084075058656,31
735,12,15,0.9655272622660829,31
736,12,16,1.285901597985025,31
737,12,17,1.2267221170437064,31
738,12,18,1.0331737299469321,31
739,12,19,1.1589845212337102,31
740,12,20,1.0819672775704963,31
741,12,21,1.0701171824542435,31
742,12,22,1.0819672775704963,31
743,12,23,1.1865571977586569,31
744,12,24,1.2803204932011591,31
745,12,25,1.1221321968555458,31
746,12,26,1.1865571977586569,31
747,12,27,1.1589845212337102,31
748,12,28,1.285901597985025,31
749,12,29,1.313474274509972,31
750,12,30,1.1589845212337104,31
751,12,31,1.3292879840478125,31
752,12,32,1.2733093552249222,31
753,12,33,1.1357395969510382,31
754,12,34,1.2615503882378163,31
755,12,35,1.1589845212337104,31
756,12,36,1.3981103143109408,31
757,12,37,1.2615503882378163,31
758,12,38,1.186557197758657,31
759,12,39,1.0701171824542435,31
760,12,40,1.1357395969510384,31
761,12,41,0.9930999387910295,31
762,12,42,1.0701171824542435,31
763,12,43,1.1589845212337102,31
764,12,44,1.186557197758657,31
765,12,45,1.3134742745099717,31
766,12,46,0.9655272622660829,31
767,12,47,1.1221321968555455,31
768,12,48,1.1357395969510384,31
769,12,49,1.0701171824542435,31
770,12,50,1.2803204932011591,31
771,12,51,1.2267221170437064,31
772,12,52,1.186557197758657,31
773,12,53,1.2267221170437064,31
774,12,54,1.1221321968555455,31
775,12,55,0.9912513992084369,31
776,12,56,0.9023840604289702,31
777,12,57,1.097780987108337,31
778,12,58,1.2109084075058656,31
779,12,59,0.9930999387910295,31
780,13,0,0.991251399208437,31
781,13,1,1.2109084075058656,31
782,13,2,0.7939924338116537,31
783,13,3,1.1589845212337102,31
784,13,4,0.9640863283315679,31
785,13,5,0.7088356733321961,31
786,13,6,0.7538275145266042,31
787,13,7,1.0331737299469321,31
788,13,8,0.9042326000115628,31
789,13,9,0.8346464646189742,31
790,13,10,0.9042326000115628,31
791,13,11,0.9042326000115628,31
792,13,12,0.659459211658581,31
793,13,13,0.6373874992221911,31
794,13,14,0.659459211658581,31
795,13,15,0.8346464646189742,31
796,13,16,0.8865703508911296,31
797,13,17,0.7483265504380476,31
798,13,18,0.7939924338116537,31
799,13,19,0.7483265504380476,31
800,13,20,0.7939924338116537,31
801,13,21,0.7483265504380476,31
802,13,22,0.547553154980007,31
803,13,23,0.409633443977211,31
804,13,24,0.205592508185083,31
805,13,25,1.2803204932011591,31
806,13,26,1.2803204932011591,31
807,13,27,1.224606935730505,31
808,13,28,1.0910034050828827,31
809,13,29,1.1555195341151407,31
810,13,30,1.2615503882378163,31
811,13,31,1.386351347323835,31
812,13,32,1.2109084075058656,31
813,13,33,1.097780987108337,31
814,13,34,0.8865703508911296,31
815,13,35,0.9023840604289702,31
816,13,36,1.186557197758657,31
817,13,37,1.2267221170437064,31
818,13,38,1.2109084075058656,31
819,13,39,0.9930999387910295,31
820,13,40,0.991251399208437,31
821,13,41,1.1589845212337102,31
822,13,42,1.224606935730505,31
823,13,43,1.2109084075058656,31
824,13,44,0.8585085628439117,31
825,13,45,1.0701171824542435,31
826,13,46,0.9930999387910295,31
827,13,47,1.1865571977586569,31
828,13,48,1.2109084075058656,31
829,13,49,1.2267221170437064,31
830,13,50,1.3250566850693148,31
831,13,51,1.1865571977586569,31
832,13,52,1.1589845212337104,31
833,13,53,1.1221321968555458,31
834,13,54,0.9655272622660829,31
835,13,55,1.285901597985025,31
836,13,56,1.186557197758657,31
837,13,57,1.2267221170437064,31
838,13,58,1.0701171824542435,31
839,13,59,1.1865571977586569,31
840,14,0,1.2109084075058656,31
841,14,1,1.3134742745099717,31
842,14,2,1.097780987108337,31
843,14,3,1.097780987108337,31
844,14,4,1.1221321968555455,31
845,14,5,0.965527262266083,31
846,14,6,1.186557197758657,31
847,14,7,1.0701171824542435,31
848,14,8,1.2109084075058656,31
849,14,9,1.1357395969510382,31
850,14,10,1.0331737299469321,31
851,14,11,1.2109084075058656,31
852,14,12,1.0819672775704963,31
853,14,13,1.3494078948165236,31
854,14,14,1.097780987108337,31
855,14,15,0.9655272622660829,31
856,14,16,1.0819672775704963,31
857,14,17,1.2615503882378163,31
858,14,18,1.156869339920509,31
859,14,19,1.313474274509972,31
860,14,20,1.0701171824542435,31
861,14,21,1.3292879840478125,31
